id,date,text,views,forwards,replies,reactions
20401,2025-08-19 06:32:57+00:00,,87731,39,22,"{""ReactionEmoji(emoticon='❤')"": 591, 'ReactionCustomEmoji(document_id=5294214784856649592)': 403, ""ReactionEmoji(emoticon='🔥')"": 190, ""ReactionEmoji(emoticon='😍')"": 88, ""ReactionEmoji(emoticon='👍')"": 41, ""ReactionEmoji(emoticon='😁')"": 32, ""ReactionEmoji(emoticon='⚡')"": 17, ""ReactionEmoji(emoticon='😇')"": 17}"
20400,2025-08-19 06:32:04+00:00,"Когда обычной сыворотки стало недостаточно, L'Oréal Paris выпустил две в одной🤍

Age Perfect Le Duo — премиальная  двойная восстанавливающая сыворотка. В одной половине флакона — формула с пептидами для разглаживания морщинок и поддержания эластичности кожи, в другой — витамины B3 и C для ровного тона и естественного сияния. Чтобы две текстуры равномерно смешались, нажми на центральную помпу несколько раз. И да, не забывай про шею, кольца пусть остаются только на пальцах (желательно с бриллиантом). 

Реклама",98251,115,69,"{""ReactionEmoji(emoticon='❤')"": 683, 'ReactionCustomEmoji(document_id=5294214784856649592)': 339, ""ReactionEmoji(emoticon='🔥')"": 198, ""ReactionEmoji(emoticon='👍')"": 86, ""ReactionEmoji(emoticon='😁')"": 22, ""ReactionEmoji(emoticon='😍')"": 18, ""ReactionEmoji(emoticon='😇')"": 16, ""ReactionEmoji(emoticon='⚡')"": 15}"
20399,2025-08-18 16:30:00+00:00,"Разыгрываем набор косметики Caudalie с новинками и бестселлерами бренда🌟

В три бокса мы положили обновленную версию гаммы Vinopure, а также бронзер, капли с эффектом загара и бьюти-воду! Чтобы получить шанс выиграть:

— подписывайся на канал @goldapple;
— нажимай на кнопку «участвую» ниже; 
— отправляй друзьям, которые тоже хотели бы проверить удачу, и ставь реакции на посты, чтобы мы делали больше таких конкурсов!

* Принимая участие, вы даете согласие на публикацию активной ссылки на свой аккаунт в случае победы.

Наш бот автоматически выберет троих победителей 25 августа, их ники появятся в тексте этого поста. Участвует вся Россия.

Реклама. ООО «Екатеринбург Яблоко», ИНН 6670381056. erid: 2VSb5xKZtdo

Конкурс завершен в 25.08.2025 12:00 МСК
Всего участников: 28505
Поздравляем победителей: 
QQwe - @Qqqklpou
Vittoria - @Vittoriia3
ОЛЬГА - @OR2574",103713,2848,4,"{""ReactionEmoji(emoticon='❤')"": 3954, 'ReactionCustomEmoji(document_id=5294214784856649592)': 2116, ""ReactionEmoji(emoticon='🔥')"": 1421, ""ReactionEmoji(emoticon='⚡')"": 349, ""ReactionEmoji(emoticon='👍')"": 172, ""ReactionEmoji(emoticon='😍')"": 102, ""ReactionEmoji(emoticon='😇')"": 73, ""ReactionEmoji(emoticon='😁')"": 59}"
20398,2025-08-18 16:29:06+00:00,,82380,38,0,{}
20397,2025-08-18 16:29:06+00:00,,86936,37,91,"{'ReactionCustomEmoji(document_id=5294214784856649592)': 994, ""ReactionEmoji(emoticon='❤')"": 681, ""ReactionEmoji(emoticon='🔥')"": 355, ""ReactionEmoji(emoticon='👍')"": 158, ""ReactionEmoji(emoticon='😍')"": 46, ""ReactionEmoji(emoticon='⚡')"": 25, ""ReactionEmoji(emoticon='😇')"": 17, ""ReactionEmoji(emoticon='😁')"": 16}"
20396,2025-08-18 15:19:09+00:00,"14 российских средств до 500 рублей, гид по легендарным корейским сывороткам и возможность заглянуть в чужие бьюти-корзины. Где? В новом выпуске Flacon Mag! 

🌟 Не дороже 500 рублей. 14 любимых российских средств редакторов

🌟 5 легендарных корейских сывороток

🌟 Лежат идеально или пушатся? Что такое пористость волос

🌟 Никаких оладий. 4 блюда из кабачков

🌟 Этажерка?! Что заказывают на этой неделе редакторы Flacon Mag

🌟 От Хамовников до Троицка. Чем пахнут районы Москвы

🌟 Не пучок! 6 романтичных и простых причесок с крабиком

🌟 «Опять натерла!» Как избежать мозолей и чем лечить их дома

🌟 Она придумала голливудский маникюр. Кто такая Дебора Липпманн",83446,187,15,"{""ReactionEmoji(emoticon='❤')"": 564, 'ReactionCustomEmoji(document_id=5294214784856649592)': 351, ""ReactionEmoji(emoticon='👍')"": 180, ""ReactionEmoji(emoticon='😍')"": 71, ""ReactionEmoji(emoticon='🔥')"": 42, ""ReactionEmoji(emoticon='⚡')"": 22, ""ReactionEmoji(emoticon='😁')"": 17, ""ReactionEmoji(emoticon='😇')"": 13}"
20395,2025-08-18 13:44:28+00:00,,82207,99,0,{}
20394,2025-08-18 13:44:28+00:00,"Использовать соду для ухода за лицом? Почему бы и да🩶

У Holika Holika есть целая гамма для проблемной кожи с этим компонентом в составе. Сода здесь сочетается с такими активами, как лимон и папаин, которые матируют кожу и борются с черными точками.

• Гидрофильное масло для лица — удаляет стойкий макияж, успокаивает кожу благодаря чайному дереву и гамамелису 

• Гидрофильный бальзам для снятия макияжа — удаляет макияж любой стойкости, матирует кожу и не забивает поры 

• Энзимная пудра — нежно отшелушивает, матирует и выравнивает рельеф кожи

• Пенка для лица со щеточкой — матирует, подсушивает воспаления, освежает кожу за счет минеральной воды и лимона в составе  

• Пузырьковая маска для лица — глубоко очищает кожу и визуально сужает поры 

Реклама",85090,101,27,"{""ReactionEmoji(emoticon='❤')"": 626, 'ReactionCustomEmoji(document_id=5294214784856649592)': 348, ""ReactionEmoji(emoticon='🔥')"": 181, ""ReactionEmoji(emoticon='⚡')"": 73, ""ReactionEmoji(emoticon='👍')"": 44, ""ReactionEmoji(emoticon='😁')"": 35, ""ReactionEmoji(emoticon='😍')"": 32, ""ReactionEmoji(emoticon='😇')"": 18}"
20393,2025-08-18 12:29:43+00:00,,77556,229,0,{}
20392,2025-08-18 12:29:43+00:00,,81600,225,0,{}
20391,2025-08-18 12:29:43+00:00,,77047,222,0,{}
20390,2025-08-18 12:29:43+00:00,,73624,238,0,{}
20389,2025-08-18 12:29:43+00:00,,74427,223,0,{}
20388,2025-08-18 12:29:43+00:00,"Каждый отпуск начинается с… выбора аватарки💚

Сделали такие с любимыми Эльфами. Сохраняйте и делитесь с друзьями!

В комментариях оставили аватарки в хорошем качестве.",73870,225,33,"{""ReactionEmoji(emoticon='❤')"": 736, 'ReactionCustomEmoji(document_id=5294214784856649592)': 468, ""ReactionEmoji(emoticon='🔥')"": 195, ""ReactionEmoji(emoticon='👍')"": 66, ""ReactionEmoji(emoticon='😁')"": 25, ""ReactionEmoji(emoticon='😇')"": 22, ""ReactionEmoji(emoticon='😍')"": 13, ""ReactionEmoji(emoticon='⚡')"": 4}"
20387,2025-08-18 10:49:51+00:00,,86302,499,0,{}
20386,2025-08-18 10:49:51+00:00,"Фанаты цитрусов, держите себя в руках🍋 Новые парфюмы Liquides Imaginaires — восторг!

Лимон, юзу, бергамот, мандарин — в коллекцию Imaginarium вошло 9 композиций, посвященных кисло-сладким цитрусовым, собранным в итальянском регионе Калабрия. Узнать ароматы можно по лаконичным прозрачным флаконам с колпачком из дерева. 

Новая коллекция бренда — результат совместного творчества студентов-парфюмеров Givaudan (мирового лидера парфюмерной индустрии) и искусственного интеллекта.

Для знакомства предлагаем эти три варианта из Золотого Яблока: 

▫️Buddha Blend — имбирь, юзу, эбеновое дерево, бобы тонка

▫️Upcycled Mandarin — мандарин, розовый перец, абрикос, лаванда 

▫️Pistachio Cousin — фисташки, лимон, апельсин, ладан, пачули",88234,499,36,"{""ReactionEmoji(emoticon='❤')"": 644, 'ReactionCustomEmoji(document_id=5294214784856649592)': 293, ""ReactionEmoji(emoticon='😍')"": 211, ""ReactionEmoji(emoticon='🔥')"": 108, ""ReactionEmoji(emoticon='👍')"": 37, ""ReactionEmoji(emoticon='⚡')"": 26, ""ReactionEmoji(emoticon='😁')"": 22, ""ReactionEmoji(emoticon='😇')"": 12}"
20385,2025-08-18 08:11:33+00:00,,85614,52,0,{}
20384,2025-08-18 08:11:33+00:00,,88331,52,0,{}
20383,2025-08-18 08:11:33+00:00,,89601,125,0,{}
20382,2025-08-18 08:11:33+00:00,,83079,58,0,{}
20381,2025-08-18 08:11:33+00:00,,84975,52,0,{}
20380,2025-08-18 08:11:33+00:00,"Скидки до −50% на одежду, украшения и аксессуары из Золотого Яблока🍐

Только 4 дня еще больше скидок на подборку для твоего образа — это финальная распродажа сезона! Выбирай трендовые сумки, популярные брелоки-обвесы, дизайнерские украшения, нижнее белье, одежду для дома и не только. 

Акция действует до 21 августа, ссылка на товары из подборки здесь.",84789,51,29,"{""ReactionEmoji(emoticon='❤')"": 509, 'ReactionCustomEmoji(document_id=5294214784856649592)': 317, ""ReactionEmoji(emoticon='😁')"": 110, ""ReactionEmoji(emoticon='🔥')"": 70, ""ReactionEmoji(emoticon='👍')"": 30, ""ReactionEmoji(emoticon='😍')"": 23, ""ReactionEmoji(emoticon='⚡')"": 9, ""ReactionEmoji(emoticon='😇')"": 9}"
20379,2025-08-18 06:24:02+00:00,,89027,159,0,{}
20378,2025-08-18 06:24:02+00:00,,90193,157,0,{}
20377,2025-08-18 06:24:02+00:00,"Бьюти-дни в Золотом Яблоке: макияжи в подарок📖💕

Собираем не только рюкзак, но и образ к школе! Выбирай референс, приходи в наши магазины с 22 по 24 августа, оплачивай корзину от 4 000 ₽ и получай макияж от визажистов в подарок (с 15:00 до 21:00). 

Даже если школа давно позади, это отличный повод обновить палетку, захватить новый блеск и выйти из магазина с красивым макияжем. Ждем тебя!",89794,162,79,"{""ReactionEmoji(emoticon='❤')"": 599, 'ReactionCustomEmoji(document_id=5294214784856649592)': 324, ""ReactionEmoji(emoticon='🔥')"": 167, ""ReactionEmoji(emoticon='😁')"": 56, ""ReactionEmoji(emoticon='👍')"": 28, ""ReactionEmoji(emoticon='⚡')"": 25, ""ReactionEmoji(emoticon='😍')"": 14, ""ReactionEmoji(emoticon='😇')"": 6}"
20376,2025-08-18 05:10:06+00:00,"До –60% на подборку для макияжа — еще больше скидок на финальной распродаже сезона💄

Если закончился любимый консилер, блеск для губ или срочно захотелось попробовать цветную тушь — успевай заказать до конца недели! В подборке найдешь хиты DARLING*, Isamaya, Tom Ford, Bobbi Brown, Anastasia Beverly Hills — тысячи и тысячи бьюти-открытий для твоей косметички.

Акция действует до 24 августа во всех магазинах и онлайн.",80833,42,14,"{""ReactionEmoji(emoticon='❤')"": 459, 'ReactionCustomEmoji(document_id=5294214784856649592)': 239, ""ReactionEmoji(emoticon='😍')"": 139, ""ReactionEmoji(emoticon='⚡')"": 66, ""ReactionEmoji(emoticon='👍')"": 34, ""ReactionEmoji(emoticon='🔥')"": 23, ""ReactionEmoji(emoticon='😁')"": 11, ""ReactionEmoji(emoticon='😇')"": 7}"
20375,2025-08-17 16:18:06+00:00,,92042,61,0,{}
20374,2025-08-17 16:18:06+00:00,,94540,61,0,{}
20373,2025-08-17 16:18:06+00:00,,92207,61,0,{}
20372,2025-08-17 16:18:06+00:00,,88299,61,0,{}
20371,2025-08-17 16:18:06+00:00,"Эти премиум-хиты не оставят на лице ни капли загрязнений🌟

Собрали четыре формата для очищения: от мельчайшей пудры до масла, которое смывает даже водостойкую тушь. Выбирай свой!

— ферментная пудра Babor
— мусс Thalgo
— очищающая вода Shiseido
— очищающее масло Clarins

Реклама",89571,60,38,"{""ReactionEmoji(emoticon='❤')"": 583, 'ReactionCustomEmoji(document_id=5294214784856649592)': 323, ""ReactionEmoji(emoticon='🔥')"": 148, ""ReactionEmoji(emoticon='👍')"": 73, ""ReactionEmoji(emoticon='😇')"": 17, ""ReactionEmoji(emoticon='😁')"": 16, ""ReactionEmoji(emoticon='😍')"": 16, ""ReactionEmoji(emoticon='⚡')"": 12}"
20370,2025-08-17 15:11:16+00:00,,84737,134,0,{}
20369,2025-08-17 15:11:16+00:00,,88259,131,0,{}
20368,2025-08-17 15:11:16+00:00,,83048,132,0,{}
20367,2025-08-17 15:11:16+00:00,,81245,130,0,{}
20366,2025-08-17 15:11:16+00:00,"Решили вспомнить культовые наряды из кино и подобрать к ним ароматы. Вот что получилось! Пишите в комментариях, какие нравятся больше всего🩶

— парфюмерная вода для Кэрри 
— парфюмерная воды для Холли Голайтли 
— парфюмерная вода для Cесилии Таллис
— парфюмерная вода для Энди Андерсон 
— парфюмерная вода для Лорелей",82020,126,16,"{""ReactionEmoji(emoticon='❤')"": 578, 'ReactionCustomEmoji(document_id=5294214784856649592)': 299, ""ReactionEmoji(emoticon='🔥')"": 163, ""ReactionEmoji(emoticon='👍')"": 76, ""ReactionEmoji(emoticon='😍')"": 17, ""ReactionEmoji(emoticon='⚡')"": 15, ""ReactionEmoji(emoticon='😇')"": 14, ""ReactionEmoji(emoticon='😁')"": 12}"
20365,2025-08-17 14:10:13+00:00,,76694,168,0,{}
20364,2025-08-17 14:10:13+00:00,"Екатеринбург, новый пункт выдачи уже открыт⭐️

Адрес: ул. Вильгельма де Геннина, д. 33.

Это уже наш восьмой пункт выдачи и самый большой по площади! Ждем за заказами, и следите за анонсами, следующее открытие совсем скоро.",79237,168,102,"{""ReactionEmoji(emoticon='❤')"": 793, 'ReactionCustomEmoji(document_id=5294214784856649592)': 467, ""ReactionEmoji(emoticon='🔥')"": 211, ""ReactionEmoji(emoticon='😁')"": 53, ""ReactionEmoji(emoticon='👍')"": 37, ""ReactionEmoji(emoticon='😍')"": 22, ""ReactionEmoji(emoticon='⚡')"": 17, ""ReactionEmoji(emoticon='😇')"": 12}"
20363,2025-08-17 13:12:16+00:00,,83408,64,0,{}
20362,2025-08-17 13:12:16+00:00,,84914,64,0,{}
20361,2025-08-17 13:12:16+00:00,,86004,65,0,{}
20360,2025-08-17 13:12:16+00:00,,82781,64,0,{}
20359,2025-08-17 13:12:16+00:00,,81539,73,0,{}
20358,2025-08-17 13:12:16+00:00,"Наша коллега Саша выходит замуж, у нее много хлопот: найти идеальное платье, букет, кольца, загс, фотографа — список можно продолжать бесконечно. 

Решили помочь ей с выбором украшений, и получилась целая подборка💍

— чокер Daily Daisy 
— серебряные пусеты SHU SHA
— браслет the Si 
— кольцо Rinova
— серьги-пусеты Forostina.K

Реклама",82997,66,20,"{""ReactionEmoji(emoticon='❤')"": 561, 'ReactionCustomEmoji(document_id=5294214784856649592)': 280, ""ReactionEmoji(emoticon='🔥')"": 153, ""ReactionEmoji(emoticon='👍')"": 58, ""ReactionEmoji(emoticon='😍')"": 22, ""ReactionEmoji(emoticon='😁')"": 13, ""ReactionEmoji(emoticon='⚡')"": 12, ""ReactionEmoji(emoticon='😇')"": 12}"
20357,2025-08-17 11:05:12+00:00,,87104,295,0,{}
20356,2025-08-17 11:05:11+00:00,"Самим не верится, но кажется, у культовой туши Lash Cocoon появился конкурент. Эта новинка тоже от DARLING*, бренд выпустил термотушь с эффектом объема. 

Lash Hug также не осыпается и не растекается, а смывается чулочками. Но теперь она придает объем и делает ресницы более пушистыми. Еще из обновлений: тушь можно приобрести еще в зеленом оттенке и трендовом бургунди. 

❤️ — если хочется попробовать!",89456,292,55,"{""ReactionEmoji(emoticon='❤')"": 1071, 'ReactionCustomEmoji(document_id=5294214784856649592)': 379, ""ReactionEmoji(emoticon='👍')"": 173, ""ReactionEmoji(emoticon='🔥')"": 70, ""ReactionEmoji(emoticon='😍')"": 15, ""ReactionEmoji(emoticon='😁')"": 13, ""ReactionEmoji(emoticon='😇')"": 11, ""ReactionEmoji(emoticon='⚡')"": 7}"
20355,2025-08-17 09:29:06+00:00,,77505,13,12,"{""ReactionEmoji(emoticon='😍')"": 319, 'ReactionCustomEmoji(document_id=5294214784856649592)': 263, ""ReactionEmoji(emoticon='❤')"": 192, ""ReactionEmoji(emoticon='🔥')"": 75, ""ReactionEmoji(emoticon='👍')"": 24, ""ReactionEmoji(emoticon='😁')"": 14, ""ReactionEmoji(emoticon='⚡')"": 10, ""ReactionEmoji(emoticon='😇')"": 10}"
20354,2025-08-17 09:28:06+00:00,"Чтобы добавить объем, используем брашинг. Посмотрите, как пышно и плотно выглядят локоны. Самое главное, маска имеет накопительный эффект, поэтому через пару месяцев волосы будут просто 1000 из 10.",70134,18,15,"{""ReactionEmoji(emoticon='❤')"": 367, 'ReactionCustomEmoji(document_id=5294214784856649592)': 238, ""ReactionEmoji(emoticon='🔥')"": 97, ""ReactionEmoji(emoticon='👍')"": 53, ""ReactionEmoji(emoticon='⚡')"": 17, ""ReactionEmoji(emoticon='😁')"": 7, ""ReactionEmoji(emoticon='😇')"": 7, ""ReactionEmoji(emoticon='😍')"": 5}"
20353,2025-08-17 09:27:06+00:00,,68510,14,2,"{'ReactionCustomEmoji(document_id=5294214784856649592)': 394, ""ReactionEmoji(emoticon='❤')"": 196, ""ReactionEmoji(emoticon='🔥')"": 95, ""ReactionEmoji(emoticon='😍')"": 51, ""ReactionEmoji(emoticon='👍')"": 22, ""ReactionEmoji(emoticon='⚡')"": 20, ""ReactionEmoji(emoticon='😁')"": 12, ""ReactionEmoji(emoticon='😇')"": 11}"
20352,2025-08-17 09:25:24+00:00,"Растираем в ладонях небольшое количество маски и наносим на чистые влажные волосы по всей длине. Ставим таймер на 3 минуты и наслаждаемся, какими гладкими и сияющими они стали даже без укладки.

Еще один плюс — средство не нужно смывать!",65934,46,17,"{""ReactionEmoji(emoticon='❤')"": 379, 'ReactionCustomEmoji(document_id=5294214784856649592)': 227, ""ReactionEmoji(emoticon='👍')"": 87, ""ReactionEmoji(emoticon='😇')"": 62, ""ReactionEmoji(emoticon='⚡')"": 18, ""ReactionEmoji(emoticon='😍')"": 15, ""ReactionEmoji(emoticon='🔥')"": 14, ""ReactionEmoji(emoticon='😁')"": 10}"
20351,2025-08-17 09:24:11+00:00,,66840,28,3,"{""ReactionEmoji(emoticon='❤')"": 363, 'ReactionCustomEmoji(document_id=5294214784856649592)': 233, ""ReactionEmoji(emoticon='🔥')"": 97, ""ReactionEmoji(emoticon='⚡')"": 62, ""ReactionEmoji(emoticon='👍')"": 24, ""ReactionEmoji(emoticon='😁')"": 12, ""ReactionEmoji(emoticon='😍')"": 11, ""ReactionEmoji(emoticon='😇')"": 10}"
20350,2025-08-17 09:24:06+00:00,"Жизнь наших высушенных на солнце волос разделилась на до и после. Рассказываем о находке, которой мы поставили 5 звезд!

Это пептидная маска Limba Cosmetics Instant Transformation для экспресс-восстановления волос. Если вы обожаете краситься в блонд или постоянно экспериментируете с укладками, то ее точно стоит затестить. Внутри — пептид, гидролизованный шелк и пшеничный протеин, которые укрепляют локоны, восстанавливают липидный слой, разглаживают и возвращают блеск. 

Сейчас покажем, как она работает. 

Реклама",68541,71,0,"{""ReactionEmoji(emoticon='❤')"": 365, 'ReactionCustomEmoji(document_id=5294214784856649592)': 215, ""ReactionEmoji(emoticon='😍')"": 104, ""ReactionEmoji(emoticon='👍')"": 53, ""ReactionEmoji(emoticon='🔥')"": 16, ""ReactionEmoji(emoticon='⚡')"": 12, ""ReactionEmoji(emoticon='😁')"": 12, ""ReactionEmoji(emoticon='😇')"": 9}"
20349,2025-08-17 07:05:16+00:00,,96714,93,0,{}
20348,2025-08-17 07:05:16+00:00,,98171,84,0,{}
20347,2025-08-17 07:05:16+00:00,,96277,83,0,{}
20346,2025-08-17 07:05:16+00:00,,96374,83,0,{}
20345,2025-08-17 07:05:16+00:00,"Черный Шторм, Суперветер — ни один злодей не сможет победить супергеройскую укладку🦸🏻

В арсенале — средства, которые держат форму крепче, чем сюжет любимого комикса. И питательный уход — после него твоя Мэри Лайм не сможет перестать гладить эти блестящие локоны. 

— Помада для укладки Reuzel Severed Head
— Шампунь QOD Black Whiskey
— Спрей-кондиционер Kondor Sandalwood
— Тоник для волос Morgans Glazing

Реклама",95169,94,13,"{""ReactionEmoji(emoticon='❤')"": 497, 'ReactionCustomEmoji(document_id=5294214784856649592)': 230, ""ReactionEmoji(emoticon='😁')"": 181, ""ReactionEmoji(emoticon='👍')"": 56, ""ReactionEmoji(emoticon='🔥')"": 25, ""ReactionEmoji(emoticon='😍')"": 17, ""ReactionEmoji(emoticon='⚡')"": 14, ""ReactionEmoji(emoticon='😇')"": 10}"
20344,2025-08-17 06:02:00+00:00,"Зачем себя ограничивать, правильно?

Успей использовать промокод до конца дня!",93388,71,48,"{""ReactionEmoji(emoticon='❤')"": 817, ""ReactionEmoji(emoticon='😁')"": 411, 'ReactionCustomEmoji(document_id=5294214784856649592)': 294, ""ReactionEmoji(emoticon='😍')"": 64, ""ReactionEmoji(emoticon='👍')"": 25, ""ReactionEmoji(emoticon='🔥')"": 21, ""ReactionEmoji(emoticon='⚡')"": 15, ""ReactionEmoji(emoticon='😇')"": 14}"
20343,2025-08-16 16:55:15+00:00,Новость дня: Dyson выпустил… наушники!,103513,2176,86,"{""ReactionEmoji(emoticon='😁')"": 1059, 'ReactionCustomEmoji(document_id=5294214784856649592)': 673, ""ReactionEmoji(emoticon='❤')"": 344, ""ReactionEmoji(emoticon='🔥')"": 108, ""ReactionEmoji(emoticon='👍')"": 50, ""ReactionEmoji(emoticon='😍')"": 42, ""ReactionEmoji(emoticon='⚡')"": 40, ""ReactionEmoji(emoticon='😇')"": 9}"
20342,2025-08-16 15:53:11+00:00,,97764,137,0,{}
20341,2025-08-16 15:53:11+00:00,,98529,137,0,{}
20340,2025-08-16 15:53:11+00:00,,97874,137,0,{}
20339,2025-08-16 15:53:11+00:00,"Наш топ-5 причин еще дольше не выходить из ванной...

Конечно же, петь в расческу перед зеркалом, делать селфи с патчами и эти три эстетичных продукта: 

▫️Маска для волос Ederra Lab 02 — кладезь витаминов A, B5, E, F для волос.

▫️Пена для душа Rumrum Raffaello Dream — не перепутай со взбитыми сливками! Дизайн упаковки так и манит пересмотреть сериал «Эмили в Париже».

▫️Скраб-маска для тела Merbelle Gommage & Masque Corps — внутри сразу 3 вида соли с Ла-Манша, Мертвого моря и Гималаев (да, отпуск не заменит, но атмосферу создаст).

▫️Жидкое мыло-эксфолиант для рук Grown Alchemist — оставляет на коже легкий шлейф ванили и апельсиновой корочки. 

Реклама",93444,135,17,"{'ReactionCustomEmoji(document_id=5294214784856649592)': 450, ""ReactionEmoji(emoticon='❤')"": 331, ""ReactionEmoji(emoticon='👍')"": 133, ""ReactionEmoji(emoticon='😁')"": 35, ""ReactionEmoji(emoticon='😍')"": 16, ""ReactionEmoji(emoticon='🔥')"": 15, ""ReactionEmoji(emoticon='⚡')"": 12, ""ReactionEmoji(emoticon='😇')"": 10}"
20338,2025-08-16 14:52:11+00:00,"Лео уже готов смотреть ваши покупки из Золотого Яблока💚

Делитесь фотографиями или скринами в комментариях!",78501,54,185,"{""ReactionEmoji(emoticon='❤')"": 764, 'ReactionCustomEmoji(document_id=5294214784856649592)': 457, ""ReactionEmoji(emoticon='🔥')"": 193, ""ReactionEmoji(emoticon='😁')"": 107, ""ReactionEmoji(emoticon='👍')"": 21, ""ReactionEmoji(emoticon='😍')"": 17, ""ReactionEmoji(emoticon='😇')"": 15, ""ReactionEmoji(emoticon='⚡')"": 13}"
20337,2025-08-16 14:13:53+00:00,,74805,18,3,"{'ReactionCustomEmoji(document_id=5294214784856649592)': 532, ""ReactionEmoji(emoticon='❤')"": 219, ""ReactionEmoji(emoticon='⚡')"": 101, ""ReactionEmoji(emoticon='🔥')"": 80, ""ReactionEmoji(emoticon='👍')"": 25, ""ReactionEmoji(emoticon='😍')"": 22, ""ReactionEmoji(emoticon='😇')"": 16, ""ReactionEmoji(emoticon='😁')"": 14}"
20335,2025-08-16 14:13:25+00:00,,77849,125,0,{}
20334,2025-08-16 14:13:25+00:00,"Москва, в эти выходные приготовили для вас сюрприз! 

16 и 17 августа мы проведем вместе с французский брендом Essential Parfums Paris и будем дарить подарки! 

👉Купи любую парфюмерную воду бренда объемом 100 мл в ТЦ Неглинная 
👉Сохрани чек после покупки 
👉Подойди к нашей бренд-стойке напротив Центрального рынка, покажи чек и выбери конверт с подарком! 

Также возле Центрального рынка у тебя будет возможность сыграть в парфюмерную игру и получить семпл-сет в подарок!",76413,126,9,"{""ReactionEmoji(emoticon='❤')"": 534, 'ReactionCustomEmoji(document_id=5294214784856649592)': 321, ""ReactionEmoji(emoticon='😍')"": 111, ""ReactionEmoji(emoticon='👍')"": 78, ""ReactionEmoji(emoticon='🔥')"": 18, ""ReactionEmoji(emoticon='⚡')"": 13, ""ReactionEmoji(emoticon='😁')"": 13, ""ReactionEmoji(emoticon='😇')"": 10}"
20333,2025-08-16 13:05:38+00:00,В гостях профессиональный бровист Мария Чукова и блогер Яна Пилецкая⚡️ На стриме вы научитесь делать ламинирование и окрашивание бровей в домашних условиях. Подключайтесь и участвуйте в розыгрыше косметики!,74435,6,0,"{""ReactionEmoji(emoticon='❤')"": 387, 'ReactionCustomEmoji(document_id=5294214784856649592)': 188, ""ReactionEmoji(emoticon='🔥')"": 93, ""ReactionEmoji(emoticon='👍')"": 48, ""ReactionEmoji(emoticon='⚡')"": 13, ""ReactionEmoji(emoticon='😁')"": 11, ""ReactionEmoji(emoticon='😍')"": 11, ""ReactionEmoji(emoticon='😇')"": 6}"
20332,2025-08-16 11:58:06+00:00,,79939,50,0,{}
20331,2025-08-16 11:58:06+00:00,"«Да мне только духи нужны», также ты спустя час:

❤️ — 40 товаров в корзине 
🧽 — те самые духи, я умею сдерживаться...

Если что, промокод БОЛЬШЕ можно использовать при любом варианте...",79566,53,18,"{""ReactionEmoji(emoticon='❤')"": 1631, 'ReactionCustomEmoji(document_id=5294214784856649592)': 784, ""ReactionEmoji(emoticon='👍')"": 142, ""ReactionEmoji(emoticon='😍')"": 51, ""ReactionEmoji(emoticon='😁')"": 22, ""ReactionEmoji(emoticon='🔥')"": 15, ""ReactionEmoji(emoticon='⚡')"": 14, ""ReactionEmoji(emoticon='😇')"": 8}"
20330,2025-08-16 09:55:14+00:00,,86372,197,0,{}
20329,2025-08-16 09:55:14+00:00,"Бюджетные, трендовые, стойкие — на эти ароматы сейчас действуют скидки до −60%💧

Какое у тебя настроение: загадочное, мечтательное, а может, дерзкое и решительное? Собрали парфюмерные хиты под каждое!

➖ Мускусный Solinotes: бергамот, жасмин, белый мускус 
➖ Восточный Tesori d’Oriente: миндаль, мед, мимоза 
➖ Пряный Alan Bray: ваниль, какао, корица 
➖ Цветочный Equivalent: яблоко, колокольчик, грейпфрут 
➖ Цитрусовый Banana Republic: зеленый чай, бергамот, ветивер 
➖ Древесный Brocard: жасмин, иланг-иланг, ваниль",87631,195,39,"{""ReactionEmoji(emoticon='❤')"": 519, 'ReactionCustomEmoji(document_id=5294214784856649592)': 281, ""ReactionEmoji(emoticon='👍')"": 134, ""ReactionEmoji(emoticon='🔥')"": 64, ""ReactionEmoji(emoticon='😍')"": 16, ""ReactionEmoji(emoticon='😇')"": 13, ""ReactionEmoji(emoticon='⚡')"": 12, ""ReactionEmoji(emoticon='😁')"": 10}"
20328,2025-08-16 08:02:26+00:00,"Засняли, как вы с подругой применяете промокод БОЛЬШЕ",76861,16,15,"{""ReactionEmoji(emoticon='❤')"": 627, 'ReactionCustomEmoji(document_id=5294214784856649592)': 348, ""ReactionEmoji(emoticon='👍')"": 162, ""ReactionEmoji(emoticon='😍')"": 78, ""ReactionEmoji(emoticon='😁')"": 35, ""ReactionEmoji(emoticon='🔥')"": 17, ""ReactionEmoji(emoticon='⚡')"": 15, ""ReactionEmoji(emoticon='😇')"": 9}"
20327,2025-08-16 06:55:16+00:00,,84354,69,0,{}
20326,2025-08-16 06:55:16+00:00,,86560,55,0,{}
20325,2025-08-16 06:55:16+00:00,,84162,46,0,{}
20324,2025-08-16 06:55:16+00:00,,82365,45,0,{}
